concept id	representation id	en
FMA24515	BP9463	right fifth metatarsal bone
FMA24516	BP10214	left fifth metatarsal bone
FMA24521	BP9996	right medial cuneiform bone
FMA24522	BP9959	left medial cuneiform bone
FMA24523	BP10153	right intermediate cuneiform bone
FMA24524	BP9820	left intermediate cuneiform bone
FMA24525	BP9929	right lateral cuneiform bone
FMA24526	BP9717	left lateral cuneiform bone
FMA24528	BP10031	right cuboid bone
FMA24529	BP9828	left cuboid bone
FMA24728	BP9487	face
FMA24816	BP9316	anterior chest
FMA24866	BP9395	sternal part of chest
FMA24880	BP9410	right free upper limb
FMA24881	BP9440	left free upper limb
FMA24882	BP9466	right free lower limb
FMA24883	BP9295	left free lower limb
FMA24895	BP10198	right arm
FMA24896	BP9910	left arm
FMA24940	BP9409	right wrist
FMA24941	BP9505	left wrist
FMA24965	BP9955	right hip
FMA24966	BP10068	left hip
FMA24968	BP10054	right thigh
FMA24969	BP10116	left thigh
FMA24977	BP9742	right knee
FMA24978	BP9731	left knee
FMA24980	BP9551	right leg
FMA24981	BP9686	left leg
FMA25058	BP10171	intervertebral disk of axis
FMA25511	BP9766	intervertebral symphysis
FMA25558	BP7508	right lateral chest wall
FMA25559	BP9946	left lateral chest wall
FMA25571	BP10172	intervertebral symphysis of axis
FMA25572	BP10148	right bony pectoral girdle
FMA25573	BP10009	left bony pectoral girdle
FMA26078	BP10194	third cervical intervertebral symphysis
FMA26083	BP9924	fourth cervical intervertebral symphysis
FMA26084	BP9492	fifth cervical intervertebral symphysis
FMA26085	BP10188	sixth cervical intervertebral symphysis
FMA26086	BP9683	seventh cervical intervertebral symphysis
FMA26089	BP10176	first thoracic intervertebral symphysis
FMA26094	BP9816	second thoracic intervertebral symphysis
FMA26095	BP10095	third thoracic intervertebral symphysis
FMA26096	BP10224	fourth thoracic intervertebral symphysis
FMA26097	BP9871	fifth thoracic intervertebral symphysis
FMA26098	BP9890	sixth thoracic intervertebral symphysis
FMA26099	BP9770	seventh thoracic intervertebral symphysis
FMA26100	BP9995	eighth thoracic intervertebral symphysis
FMA26101	BP9917	ninth thoracic intervertebral symphysis
FMA26102	BP10129	tenth thoracic intervertebral symphysis
FMA26103	BP9338	eleventh thoracic intervertebral symphysis
FMA26105	BP10039	first lumbar intervertebral symphysis
FMA26106	BP9908	second lumbar intervertebral symphysis
FMA26107	BP9568	third lumbar intervertebral symphysis
FMA26108	BP9689	fourth lumbar intervertebral symphysis
FMA26109	BP9969	fifth lumbar intervertebral symphysis
FMA26572	BP9473	thoracic part of tracheobronchial tree
FMA26661	BP9472	right bronchial tree
FMA26662	BP9479	left bronchial tree
FMA31741	BP9521	middle lobe part of right bronchial tree
FMA31744	BP9526	upper lobe part of right bronchial tree
FMA31746	BP9478	upper lobe part of left bronchial tree
FMA31747	BP9470	lower lobe part of right bronchial tree
FMA31748	BP9554	lower lobe part of left bronchial tree
FMA32540	BP6962	right levator scapulae
FMA32541	BP9939	left levator scapulae
FMA32634	BP10191	proximal phalanx of right second toe
FMA32635	BP10137	proximal phalanx of left second toe
FMA32636	BP9947	proximal phalanx of right third toe
FMA32637	BP10004	proximal phalanx of left third toe
FMA32638	BP9698	proximal phalanx of right fourth toe
FMA32639	BP9715	proximal phalanx of left fourth toe
FMA32640	BP9762	proximal phalanx of right little toe
FMA32641	BP9863	proximal phalanx of left little toe
FMA32642	BP9798	middle phalanx of right second toe
FMA32643	BP9398	middle phalanx of left second toe
FMA32644	BP10119	middle phalanx of right third toe
FMA32645	BP9292	middle phalanx of left third toe
FMA32646	BP9858	middle phalanx of right fourth toe
FMA32647	BP10091	middle phalanx of left fourth toe
FMA32650	BP10230	distal phalanx of right big toe
FMA32651	BP10216	distal phalanx of left big toe
FMA32652	BP9786	distal phalanx of right second toe
FMA32653	BP9622	distal phalanx of left second toe
FMA32654	BP10092	distal phalanx of right third toe
FMA32655	BP9503	distal phalanx of left third toe
FMA32656	BP10218	distal phalanx of right fourth toe
FMA32657	BP9974	distal phalanx of left fourth toe
FMA32658	BP9914	distal phalanx of right little toe
FMA32659	BP9986	distal phalanx of left little toe
FMA33642	BP10145	right shoulder
FMA33644	BP10226	pectoral part of right pectoral girdle
FMA33645	BP9387	pectoral part of left pectoral girdle
FMA33646	BP10149	scapular part of right pectoral girdle
FMA33647	BP9862	scapular part of left pectoral girdle
FMA37666	BP10120	left coracobrachialis
FMA37669	BP9909	left brachialis
FMA37705	BP6988	right anconeus
FMA37706	BP10075	left anconeus
FMA40120	BP6722	flexor retinaculum of right wrist
FMA40121	BP9579	flexor retinaculum of left wrist
FMA43253	BP9970	proximal phalanx of right big toe
FMA43254	BP9891	proximal phalanx of left big toe
FMA43895	BP6920	posterior tibial artery
FMA43896	BP6900	right anterior tibial artery
FMA43897	BP6846	left anterior tibial artery
FMA43898	BP6909	right posterior tibial artery
FMA43899	BP6835	left posterior tibial artery
FMA43916	BP6901	right dorsalis pedis artery
FMA43917	BP6847	left dorsalis pedis artery
FMA43929	BP6913	right medial plantar artery
FMA43930	BP6836	left medial plantar artery
FMA43931	BP6910	right lateral plantar artery
FMA43932	BP6838	left lateral plantar artery
FMA43937	BP6914	right superficial medial plantar artery
FMA43938	BP6837	left superficial medial plantar artery
FMA43943	BP6912	right plantar arch
FMA43944	BP6840	left plantar arch
FMA43956	BP6921	plantar metatarsal artery
FMA45621	BP9366	pulmonary vascular system
FMA45623	BP9302	systemic arterial system
FMA45626	BP9321	systemic venous system
FMA45628	BP9335	portal venous system
FMA45659	BP9804	lower urinary tract
FMA45662	BP9360	lower respiratory tract
FMA45842	BP9415	pulmonary arterial tree
FMA45847	BP9462	portal venous tree
FMA45874	BP6970	abdominal part of right pectoralis major
FMA45875	BP9381	abdominal part of left pectoralis major
FMA46448	BP10515	frontal part of head
FMA46472	BP9662	nose
FMA46565	BP9486	skull
FMA46728	BP10107	right levator veli palatini
FMA46729	BP9723	left levator veli palatini
FMA46731	BP9807	right tensor veli palatini
FMA46732	BP10150	left tensor veli palatini
FMA46733	BP10165	uvular muscle
FMA49044	BP7415	right superior rectus
FMA49045	BP7378	left superior rectus
FMA49046	BP7427	right inferior rectus
FMA49047	BP7384	left inferior rectus
FMA49048	BP7413	right levator palpebrae superioris
FMA49049	BP7377	left levator palpebrae superioris
FMA49050	BP7428	right inferior oblique
FMA49051	BP7385	left inferior oblique
FMA49052	BP7416	right superior oblique
FMA49053	BP7379	left superior oblique
FMA49054	BP7420	right lateral rectus
FMA49055	BP7383	left lateral rectus
FMA49056	BP7417	right medial rectus
FMA49057	BP7380	left medial rectus
FMA49177	BP9481	upper gastrointestinal tract
FMA49179	BP9353	lower gastrointestinal tract
FMA49184	BP9620	mouth
FMA49187	BP10181	occipital part of head
FMA49207	BP9599	wall of inflow part of right ventricle
FMA49214	BP9856	wall of inflow part of left ventricle
FMA49869	BP7708	right ophthalmic artery
FMA49870	BP10154	left ophthalmic artery
FMA49894	BP9300	systemic arterial tree
FMA49911	BP9407	right inferior pulmonary vein
FMA49913	BP9712	left inferior pulmonary vein
FMA49914	BP9365	right superior pulmonary vein
FMA49916	BP9499	left superior pulmonary vein
FMA50029	BP9915	right anterior cerebral artery
FMA50030	BP10243	left anterior cerebral artery
FMA50039	BP9299	right coronary artery
FMA50040	BP9549	left coronary artery
FMA50060	BP9384	chest wall
FMA50061	BP9383	superficial chest wall
FMA50063	BP9385	anterior superficial chest wall
FMA50071	BP7507	right lateral superficial chest wall
FMA50072	BP9945	left lateral superficial chest wall
FMA50082	BP9813	right middle cerebral artery
FMA50085	BP7710	right posterior communicating artery
FMA50086	BP9658	left posterior communicating artery
FMA50088	BP7693	right anterior choroidal artery
FMA50089	BP9875	left anterior choroidal artery
FMA50169	BP6762	anterior communicating artery
FMA50308	BP9529	coronary sinus tree
FMA50366	BP7706	sphenoid part of right middle cerebral artery
FMA50377	BP9812	anterolateral central branch of right middle cerebral artery
FMA50454	BP9515	cerebral arterial circle
FMA50519	BP7709	right posterior inferior cerebellar artery
FMA50520	BP9322	left posterior inferior cerebellar artery
FMA50532	BP7692	right anterior spinal artery
FMA50542	BP9431	basilar artery
FMA50544	BP10073	anterior inferior cerebellar artery
FMA50561	BP7704	right pontine artery
FMA50562	BP9707	left pontine artery
FMA50566	BP7705	medial branch of right pontine artery
FMA50567	BP9706	medial branch of left pontine artery
FMA50568	BP7703	lateral branch of right pontine artery
FMA50569	BP10005	lateral branch of left pontine artery
FMA50574	BP7713	right superior cerebellar artery
FMA50575	BP10235	left superior cerebellar artery
FMA50584	BP7696	right posterior cerebral artery
FMA50585	BP9430	left posterior cerebral artery
FMA50639	BP7712	precommunicating part of right posterior cerebral artery
FMA50640	BP9514	precommunicating part of left posterior cerebral artery
FMA50643	BP7695	right lateral occipital artery
FMA50644	BP9702	left lateral occipital artery
FMA50645	BP7701	right medial occipital artery
FMA50646	BP9797	left medial occipital artery
FMA50658	BP7715	right posterior choroidal artery
FMA50659	BP10164	left posterior choroidal artery
FMA50664	BP7711	right thalamoperforating artery
FMA50665	BP9429	left thalamoperforating artery
FMA50670	BP7699	right thalamogeniculate artery
FMA50671	BP10043	left thalamogeniculate artery
FMA50672	BP7714	right posterior medial choroidal artery
FMA50673	BP10163	left posterior medial choroidal artery
FMA50678	BP7694	anterior temporal branch of right lateral occipital artery
FMA50679	BP10014	anterior temporal branch of left lateral occipital artery
FMA50680	BP7702	middle temporal branch of right lateral occipital artery
FMA50681	BP10104	middle temporal branch of left lateral occipital artery
FMA50684	BP7700	right splenial artery
FMA50685	BP9900	left splenial artery
FMA50735	BP9461	hepatic portal vein
FMA50737	BP9380	celiac artery
FMA50801	BP6687	brain
FMA50872	BP9427	right pulmonary artery
FMA50873	BP9414	left pulmonary artery
FMA51044	BP6716	fascia lata of right thigh
FMA51045	BP10016	fascia lata of left thigh
FMA52734	BP9668	frontal bone
FMA52735	BP10180	occipital bone
FMA52736	BP9806	sphenoid bone
FMA52738	BP10032	right temporal bone
FMA52739	BP9536	left temporal bone
FMA52740	BP10084	ethmoid
FMA52748	BP9617	mandible
FMA52749	BP10003	hyoid bone
FMA52788	BP10121	right parietal bone
FMA52789	BP10199	left parietal bone
FMA52801	BP10085	basicranium
FMA52892	BP9965	right zygomatic bone
FMA52893	BP9801	left zygomatic bone
FMA53082	BP7091	right orbit
FMA53083	BP7106	left orbit
FMA53637	BP9966	right cheek
FMA53638	BP9802	left cheek
FMA53645	BP9936	right lacrimal bone
FMA53646	BP9614	left lacrimal bone
FMA53647	BP10124	right nasal bone
FMA53648	BP9837	left nasal bone
FMA53649	BP9705	right maxilla
FMA53650	BP10118	left maxilla
FMA53655	BP9748	right palatine bone
FMA53656	BP9484	left palatine bone
FMA53672	BP9537	neurocranium
FMA53673	BP9485	viscerocranium
FMA54319	BP9718	pubic hair
FMA54375	BP9896	nasal septum
FMA54397	BP7408	upper jaw
FMA54398	BP9618	lower jaw
FMA54440	BP7411	right upper eyelid
FMA54441	BP7375	left upper eyelid
FMA54443	BP7418	right lower eyelid
FMA54444	BP7381	left lower eyelid
FMA54449	BP7410	right eye
FMA54450	BP7367	left eye
FMA54545	BP9538	head proper
FMA54640	BP10138	tongue
FMA54667	BP7092	right orbital compartment
FMA54668	BP7107	left orbital compartment
FMA54737	BP9752	right inferior nasal concha
FMA54738	BP10109	left inferior nasal concha
FMA55021	BP9724	soft palate
FMA55022	BP10166	uvula
FMA55675	BP6679	neuraxis
FMA58082	BP7121	anterior chamber of left eyeball
FMA58099	BP7098	wall of right eyeball
FMA58100	BP7111	wall of left eyeball
FMA58105	BP7099	fibrous layer of right eyeball
FMA58106	BP7113	fibrous layer of left eyeball
FMA58107	BP7095	vascular layer of right eyeball
FMA58108	BP7116	vascular layer of left eyeball
FMA58236	BP7096	right iris
FMA58237	BP7117	left iris
FMA58239	BP7100	right cornea
FMA58240	BP7115	left cornea
FMA58242	BP7104	right lens
FMA58243	BP7120	left lens
FMA58271	BP7101	right sclera
FMA58272	BP7114	left sclera
FMA58299	BP7097	right choroid
FMA58300	BP7112	left choroid
FMA58401	BP6718	investing fascia of right upper limb
FMA58405	BP6719	investing fascia of right free upper limb
FMA58406	BP9582	investing fascia of left free upper limb
FMA58418	BP6713	investing fascia of right lower limb
FMA58419	BP10019	investing fascia of left lower limb
FMA58429	BP6714	investing fascia of right free lower limb
FMA58430	BP10018	investing fascia of left free lower limb
FMA58448	BP6721	investing fascia of right wrist
FMA58449	BP9580	investing fascia of left wrist
FMA58575	BP6720	investing fascia of right forearm
FMA58576	BP9581	investing fascia of left forearm
FMA58742	BP6715	investing fascia of right thigh
FMA58743	BP10017	investing fascia of left thigh
FMA58776	BP6717	right iliotibial tract
FMA58777	BP10015	left iliotibial tract
FMA58828	BP7103	right vitreous body
FMA58829	BP7119	left vitreous body
FMA58839	BP7102	suspensory ligament of right lens
FMA58840	BP7118	suspensory ligament of left lens
FMA59089	BP7419	tarsal plate of right lower eyelid
FMA59090	BP7382	tarsal plate of left lower eyelid
FMA59091	BP7412	tarsal plate of right upper eyelid
FMA59092	BP7376	tarsal plate of left upper eyelid
FMA59102	BP7105	right lacrimal gland
FMA59103	BP7109	left lacrimal gland
FMA59368	BP7421	right lacrimal apparatus
FMA59369	BP7369	left lacrimal apparatus
FMA59398	BP9619	mandibular part of mouth
FMA59399	BP7407	maxillary part of mouth
FMA59503	BP9893	septal nasal cartilage
FMA59505	BP9691	right major alar cartilage
FMA59506	BP9678	left major alar cartilage
FMA59512	BP9659	right lateral nasal cartilage
FMA59513	BP9826	left lateral nasal cartilage
FMA59515	BP9661	external nose
FMA59516	BP9839	root of nose
FMA59517	BP9665	dorsum of nose
FMA59538	BP9663	cartilaginous skeleton of nose
FMA59541	BP7426	right lacrimal lake
FMA59542	BP7374	left lacrimal lake
FMA59545	BP7425	right lacrimal sac
FMA59546	BP7371	left lacrimal sac
FMA59555	BP7424	right nasolacrimal duct
FMA59556	BP7373	left nasolacrimal duct
FMA59582	BP7423	right lacrimal canaliculus
FMA59583	BP7372	left lacrimal canaliculus
FMA59637	BP9755	internal nose
FMA59654	BP9759	osseous skeleton of nose
FMA59655	BP9838	osseous skeleton of external nose
FMA59656	BP9758	osseous skeleton of internal nose
FMA59665	BP9962	septum of internal nose
FMA59668	BP9754	wall of internal nose
FMA59671	BP9753	right lateral wall of internal nose
FMA59672	BP10110	left lateral wall of internal nose
FMA59748	BP9757	right side of internal nose
FMA59749	BP9964	left side of internal nose
FMA59754	BP9756	wall of right side of internal nose
FMA59755	BP9963	wall of left side of internal nose
FMA59763	BP7409	gingiva of upper jaw
FMA59764	BP7406	gingiva of lower jaw
FMA59802	BP10168	right submandibular gland
FMA59803	BP10210	left submandibular gland
FMA59836	BP9660	cartilaginous skeleton of external nose
FMA59837	BP9961	bony part of nasal septum
FMA59838	BP9894	cartilaginous part of nasal septum
FMA59992	BP10167	faucial part of mouth
FMA60116	BP9664	nasal skeleton
FMA60118	BP9895	skeleton of nasal septum
FMA60325	BP9558	right thumb
FMA60326	BP9438	left thumb
FMA60327	BP9613	right little finger
FMA60328	BP9495	left little finger
FMA60329	BP9507	right ring finger
FMA60330	BP9494	left ring finger
FMA60331	BP9796	right middle finger
FMA60332	BP9780	left middle finger
FMA60333	BP9822	right index finger
FMA60334	BP9701	left index finger
FMA60335	BP9971	right big toe
FMA60336	BP9892	left big toe
FMA60337	BP9787	right second toe
FMA60338	BP9399	left second toe
FMA60339	BP9948	right third toe
FMA60340	BP9293	left third toe
FMA60341	BP9699	right fourth toe
FMA60342	BP9716	left fourth toe
FMA60343	BP9763	right little toe
FMA60344	BP9864	left little toe
FMA61064	BP7422	right lacrimal duct
FMA61065	BP7370	left lacrimal duct
FMA61068	BP9672	right hand proper
FMA61069	BP9544	left hand proper
FMA61472	BP10227	right pectoral part of chest
FMA61473	BP9388	left pectoral part of chest
FMA61670	BP9621	skeleton of mouth
FMA61680	BP9572	abdomen proper
FMA61681	BP9573	back of abdomen
FMA61732	BP10122	right parietal part of head
FMA61733	BP10200	left parietal part of head
FMA61819	BP10491	left cerebral hemisphere
FMA61991	BP7707	trunk of right middle cerebral artery
FMA61992	BP6688	forebrain
FMA61993	BP6705	midbrain
FMA62000	BP10492	telencephalon
FMA62001	BP6689	diencephalon
FMA62003	BP6701	metencephalon
FMA62004	BP6704	medulla oblongata
FMA62008	BP6690	hypothalamus
FMA62009	BP6697	epithalamus
FMA62028	BP6691	intermediate hypothalamic region
FMA62032	BP6699	habenula
FMA62033	BP6698	pineal body
FMA62327	BP6692	tuber cinereum
FMA63103	BP9652	pancreatic duct tree
FMA63120	BP10192	parenchyma of pancreas
FMA65470	BP9437	proximal phalanx of left thumb
FMA66321	BP6811	right thoracodorsal artery
FMA66322	BP6879	left thoracodorsal artery
FMA66358	BP10640	trunk of superior mesenteric artery
FMA66363	BP10654	trunk of right renal artery
FMA66364	BP10652	trunk of left renal artery
FMA66563	BP6805	trunk of right thoraco-acromial artery
FMA66564	BP6873	trunk of left thoraco-acromial artery
FMA66791	BP9919	proximal phalanx of left little finger
FMA67292	BP10498	right cerebral hemisphere
FMA67687	BP6700	hindbrain
FMA67943	BP6703	pons
FMA67944	BP6702	cerebellum
FMA67994	BP9428	intrapulmonary part of right pulmonary artery
FMA67995	BP9416	intrapulmonary part of left pulmonary artery
FMA68002	BP9364	intrapulmonary part of right superior pulmonary vein
FMA68003	BP9406	intrapulmonary part of right inferior pulmonary vein
FMA68004	BP9498	intrapulmonary part of left superior pulmonary vein
FMA68005	BP9738	intrapulmonary part of left inferior pulmonary vein
FMA68016	BP9336	intrahepatic biliary tree
FMA68068	BP10639	inferior phrenic vein
FMA68193	BP9542	medial segmental artery
FMA68194	BP9442	lateral segmental artery
FMA68196	BP9443	middle lobar artery
FMA68197	BP9426	right upper lobar artery
FMA68198	BP9626	left upper lobar artery
FMA68200	BP9586	right lower lobar artery
FMA68201	BP9413	left lower lobar artery
FMA68211	BP9592	right apical segmental bronchial tree
FMA68212	BP9525	right anterior segmental bronchial tree
FMA68213	BP9884	right posterior segmental bronchial tree
FMA68214	BP9722	medial segmental bronchial tree
FMA68215	BP9520	lateral segmental bronchial tree
FMA68216	BP9539	right superior segmental bronchial tree
FMA68218	BP9489	right medial basal segmental bronchial tree
FMA68220	BP9606	right lateral basal segmental bronchial tree
FMA68221	BP9468	right posterior basal segmental bronchial tree
FMA68222	BP9474	left anterior segmental bronchial tree
FMA68223	BP9676	left apical segmental bronchial tree
FMA68225	BP9913	left posterior segmental bronchial tree
FMA68226	BP9981	superior lingular bronchial tree
FMA68227	BP10152	inferior lingular bronchial tree
FMA68228	BP9761	left superior segmental bronchial tree
FMA68230	BP9943	left medial basal segmental bronchial tree
FMA68231	BP9552	left anterior basal segmental bronchial tree
FMA68232	BP10117	left lateral basal segmental bronchial tree
FMA68233	BP9860	left posterior basal segmental bronchial tree
FMA68317	BP9477	superior division of upper lobe part of left bronchial tree
FMA68318	BP9982	inferior division of upper lobe part of left bronchial tree
FMA68319	BP9471	inferomedial part of right bronchial tree
FMA68321	BP9684	right anterior basal segmental bronchial tree
FMA68418	BP9931	right main bronchus proper
FMA68658	BP9444	inferomedial branch of right pulmonary artery
FMA68659	BP9425	apicoposterior division of right upper lobar artery
FMA68662	BP9687	apical part of right apical segmental artery
FMA68665	BP9666	anterior part of right apical segmental artery
FMA68670	BP9540	apical part of right posterior segmental artery
FMA68673	BP9421	posterior part of right posterior segmental artery
FMA68677	BP9819	posterior branch of right anterior segmental artery
FMA68683	BP9743	anterior branch of right anterior segmental artery
FMA68690	BP9642	posterior branch of lateral segmental artery
FMA68691	BP9441	anterior branch of lateral segmental artery
FMA68693	BP9721	superior branch of medial segmental artery
FMA68694	BP9541	inferior branch of medial segmental artery
FMA68706	BP9774	medial branch of right superior segmental artery
FMA68709	BP9750	superior branch of right superior segmental artery
FMA68712	BP9584	lateral branch of right superior segmental artery
FMA68723	BP9767	basal branch of right anterior basal segmental artery
FMA68725	BP9938	lateral branch of right anterior basal segmental artery
FMA68728	BP9607	lateral branch of right lateral basal segmental artery
FMA68735	BP10207	accessory subsuperior branch of right posterior basal segmental artery
FMA68738	BP9651	laterobasal branch of right posterior basal segmental artery
FMA68741	BP9623	mediobasal branch of right posterior basal segmental artery
FMA68843	BP9629	antero-medial basal segmental artery
FMA68845	BP9609	right basal segmental artery
FMA68846	BP9512	left basal segmental artery
FMA68880	BP9634	trunk of right apical segmental vein
FMA68921	BP9882	anterior part of right apical segmental vein
FMA68926	BP9695	superior part of right anterior segmental vein
FMA68928	BP10183	inferior part of right anterior segmental vein
FMA68944	BP9640	posterior part of lateral segmental vein
FMA68945	BP9778	anterior part of lateral segmental vein
FMA68982	BP9355	superior part of medial segmental vein
FMA68983	BP9880	inferior part of medial segmental vein
FMA69265	BP10416	right inferior suprarenal artery
FMA69266	BP10402	left inferior suprarenal artery
FMA69490	BP6903	right lateral tarsal artery
FMA69491	BP6848	left lateral tarsal artery
FMA69494	BP6902	right arcuate artery
FMA69495	BP6849	left arcuate artery
FMA69517	BP6922	distal perforating artery
FMA69566	BP6911	trunk of right lateral plantar artery
FMA69567	BP6839	trunk of left lateral plantar artery
FMA70249	BP10394	right femoral artery
FMA70250	BP10376	left femoral artery
FMA70347	BP6797	right thyrocervical artery
FMA70348	BP6855	left thyrocervical artery
FMA70351	BP6819	right costocervical artery
FMA70352	BP6887	left costocervical artery
FMA70441	BP10027	anterior segmental hepatic artery
FMA70442	BP10177	anterior superior segmental hepatic artery
FMA70443	BP10026	anterior inferior segmental hepatic artery
FMA70444	BP9809	posterior segmental hepatic artery
FMA70445	BP9808	posterior superior segmental hepatic artery
FMA70446	BP10041	posterior inferior segmental hepatic artery
FMA70447	BP6949	caudate lobe branch of right hepatic artery
FMA70448	BP9611	medial segmental hepatic artery
FMA70449	BP9610	medial superior segmental hepatic artery
FMA70450	BP9655	medial inferior segmental hepatic artery
FMA70451	BP9376	lateral segmental hepatic artery
FMA70452	BP9375	lateral superior segmental hepatic artery
FMA70453	BP9983	lateral inferior segmental hepatic artery
FMA70455	BP10182	caudate lobe branch of left hepatic artery
FMA70456	BP10065	trunk of right hepatic artery
FMA70457	BP9905	trunk of left hepatic artery
FMA70492	BP10633	ureteric segment of right renal artery
FMA70493	BP10647	ureteric segment of left renal artery
FMA71102	BP10047	right upper urinary tract
FMA71103	BP9941	left upper urinary tract
FMA71132	BP9332	gastrointestinal tract
FMA71194	BP10204	right lobe of thymus
FMA71195	BP9901	left lobe of thymus
FMA71221	BP9345	axial skeleton
FMA71857	BP9899	right hepatic biliary tree
FMA71858	BP9327	left hepatic biliary tree
FMA71861	BP10059	anterior tributary of right hepatic biliary tree
FMA71862	BP9898	posterior tributary of right hepatic biliary tree
FMA71863	BP9934	lateral tributary of left hepatic biliary tree
FMA71864	BP9326	medial tributary of left hepatic biliary tree
FMA71867	BP10058	anterior superior tributary of right hepatic biliary tree
FMA71868	BP10219	anterior inferior tributary of right hepatic biliary tree
FMA71869	BP9897	posterior superior tributary of right hepatic biliary tree
FMA71870	BP10132	posterior inferior tributary of right hepatic biliary tree
FMA71885	BP9670	medial superior tributary of left hepatic biliary tree
FMA71886	BP9325	medial inferior tributary of left hepatic biliary tree
FMA71887	BP9933	lateral superior tributary of left hepatic biliary tree
FMA71888	BP10013	lateral inferior tributary of left hepatic biliary tree
FMA71889	BP7465	caudate lobe tributary of left hepatic biliary tree
FMA71891	BP9328	hepatic biliary tree
FMA71904	BP9979	pre-hepatic portal vein
FMA71908	BP10022	proximal phalanx of left middle finger
FMA71915	BP9710	proximal phalanx of left index finger
FMA71916	BP9493	proximal phalanx of left ring finger
FMA72062	BP9952	pelvic skeleton
FMA72063	BP9372	set of cervical vertebrae
FMA72064	BP9562	set of thoracic vertebrae
FMA72065	BP9633	set of lumbar vertebrae
FMA72653	BP10533	right superior frontal gyrus
FMA72654	BP10523	left superior frontal gyrus
FMA72655	BP10538	right middle frontal gyrus
FMA72656	BP10540	left middle frontal gyrus
FMA72657	BP10510	right inferior frontal gyrus
FMA72658	BP10548	left inferior frontal gyrus
FMA72661	BP10535	right precentral gyrus
FMA72662	BP10542	left precentral gyrus
FMA72665	BP10552	right postcentral gyrus
FMA72666	BP10547	left postcentral gyrus
FMA72667	BP10544	right supramarginal gyrus
FMA72668	BP10506	left supramarginal gyrus
FMA72669	BP10541	right angular gyrus
FMA72670	BP10539	left angular gyrus
FMA72671	BP10536	right superior parietal lobule
FMA72672	BP10534	left superior parietal lobule
FMA72685	BP10520	right middle temporal gyrus
FMA72686	BP10517	left middle temporal gyrus
FMA72687	BP10553	right inferior temporal gyrus
FMA72688	BP10504	left inferior temporal gyrus
FMA72689	BP10522	right fusiform gyrus
FMA72690	BP10521	left fusiform gyrus
FMA72705	BP10518	right parahippocampal gyrus
FMA72706	BP10508	left parahippocampal gyrus
FMA72713	BP10499	right hippocampus
FMA72714	BP10528	left hippocampus
FMA72717	BP10555	right cingulate gyrus
FMA72718	BP10546	left cingulate gyrus
FMA72906	BP10516	right internal capsule
FMA72907	BP10532	left internal capsule
FMA72952	BP7414	orbital part of right eye
FMA72953	BP7368	orbital part of left eye
FMA72969	BP10514	right frontal lobe
FMA72970	BP10527	left frontal lobe
FMA72971	BP10519	right temporal lobe
FMA72972	BP10505	left temporal lobe
FMA72973	BP10537	right parietal lobe
FMA72974	BP10507	left parietal lobe
FMA72975	BP10509	right occipital lobe
FMA72976	BP10550	left occipital lobe
FMA72977	BP10549	right insula
FMA72978	BP10554	left insula
FMA72979	BP10157	integumentary system
FMA72980	BP10502	right limbic lobe
FMA72981	BP10531	left limbic lobe
FMA73055	BP9741	anterior part of right knee
FMA73056	BP9730	anterior part of left knee
FMA73086	BP9464	right foot proper
FMA73087	BP9650	left foot proper
FMA73103	BP9563	posterior thoracic wall
FMA73422	BP10545	right superior colliculus
FMA73423	BP10493	left superior colliculus
FMA73434	BP10495	right inferior colliculus
FMA73435	BP10551	left inferior colliculus
FMA73703	BP9597	wall of right side of heart
FMA73704	BP9848	wall of left side of heart
FMA74657	BP10156	integument
FMA74912	BP10078	trunk of anterior interventricular branch of left coronary artery
FMA75007	BP6681	cavity of neuraxis
FMA76574	BP10637	trunk of gastroduodenal artery
FMA77380	BP6915	right popliteal artery
FMA77381	BP6850	left popliteal artery
FMA78121	BP10636	superior phrenic vein
FMA78435	BP9644	musculature of anterior abdominal wall
FMA78449	BP10503	right lateral ventricle
FMA78450	BP10543	left lateral ventricle
FMA78454	BP6685	third ventricle
FMA78467	BP6684	cerebral aqueduct
FMA78469	BP6686	fourth ventricle
FMA78497	BP6682	central canal of spinal cord
FMA79063	BP10020	deep fascial system
FMA79065	BP9740	patellar part of right knee
FMA79066	BP9729	patellar part of left knee
FMA79181	BP9673	skeleton of right hand proper
FMA79182	BP9545	skeleton of left hand proper
FMA79269	BP9319	content of thorax
FMA79273	BP9318	content of mediastinum
FMA79274	BP9435	content of superior mediastinum
FMA79275	BP9317	content of inferior mediastinum
FMA79276	BP9903	content of anterior mediastinum
FMA79277	BP9733	content of posterior mediastinum
FMA79278	BP9306	content of middle mediastinum
FMA79876	BP7432	brainstem
FMA79979	BP6971	sternocostal part of right pectoralis major
FMA79980	BP9708	sternocostal part of left pectoralis major
FMA82672	BP10380	superior systemic venous tree
FMA82673	BP10389	inferior systemic venous tree
FMA82695	BP10055	trunk of right portal vein
FMA82697	BP10211	trunk of left portal vein
FMA82706	BP6746	caudate lobe branch of right portal vein
FMA83447	BP9602	myocardium of right ventricle proper
FMA83448	BP9850	myocardium of left ventricle proper
FMA83902	BP10494	midbrain tectum
FMA84842	BP9605	free wall of right ventricle
FMA84850	BP9846	free wall of left ventricle
FMA84856	BP9601	subendocardial layer of myocardium of right ventricle
FMA84857	BP9855	subendocardial layer of myocardium of left ventricle
