parent id	parent name	child id	child name
FMA14778	right hepatic artery	FMA70441	anterior segmental hepatic artery
FMA14778	right hepatic artery	FMA70444	posterior segmental hepatic artery
FMA14778	right hepatic artery	FMA70447	caudate lobe branch of right hepatic artery
FMA14778	right hepatic artery	FMA70456	trunk of right hepatic artery
FMA14779	left hepatic artery	FMA70448	medial segmental hepatic artery
FMA14779	left hepatic artery	FMA70451	lateral segmental hepatic artery
FMA14779	left hepatic artery	FMA70455	caudate lobe branch of left hepatic artery
FMA14779	left hepatic artery	FMA70457	trunk of left hepatic artery
FMA14815	ileocolic artery	FMA14823	inferior branch of ileocolic artery
FMA14823	inferior branch of ileocolic artery	FMA14816	anterior cecal artery
FMA14823	inferior branch of ileocolic artery	FMA14817	posterior cecal artery
FMA14823	inferior branch of ileocolic artery	FMA14818	appendicular artery
FMA14823	inferior branch of ileocolic artery	FMA14819	ileal branch of inferior branch of ileocolic artery
FMA14823	inferior branch of ileocolic artery	FMA14820	ascending branch of inferior branch of ileocolic artery
FMA14823	inferior branch of ileocolic artery	FMA14824	marginal colic artery
FMA14966	distal part of ileum	FMA17181	wall of distal part of ileum
FMA14971	muscle layer of large intestine	FMA15042	taenia mesocolica
FMA14971	muscle layer of large intestine	FMA15043	taenia omentalis
FMA14971	muscle layer of large intestine	FMA15044	taenia libera
FMA15414	right portal vein	FMA15419	anterior branch of right portal vein
FMA15414	right portal vein	FMA15422	posterior branch of right portal vein
FMA15414	right portal vein	FMA82695	trunk of right portal vein
FMA15414	right portal vein	FMA82706	caudate lobe branch of right portal vein
FMA15415	left portal vein	FMA15425	caudate lobe branch of left portal vein
FMA15415	left portal vein	FMA15427	medial branch of left portal vein
FMA15415	left portal vein	FMA15430	lateral branch of left portal vein
FMA15415	left portal vein	FMA82697	trunk of left portal vein
FMA15419	anterior branch of right portal vein	FMA15420	anterior superior segmental branch of right portal vein
FMA15419	anterior branch of right portal vein	FMA15421	anterior inferior segmental branch of right portal vein
FMA15422	posterior branch of right portal vein	FMA15423	posterior superior segmental branch of right portal vein
FMA15422	posterior branch of right portal vein	FMA15424	posterior inferior segmental branch of right portal vein
FMA15427	medial branch of left portal vein	FMA15428	medial superior segmental branch of left portal vein
FMA15427	medial branch of left portal vein	FMA15429	medial inferior segmental branch of left portal vein
FMA15430	lateral branch of left portal vein	FMA15431	lateral superior segmental branch of left portal vein
FMA15430	lateral branch of left portal vein	FMA15432	lateral inferior segmental branch of left portal vein
FMA15748	anterior sector of right liver	FMA15743	hepatovenous segment v
FMA15748	anterior sector of right liver	FMA15746	hepatovenous segment viii
FMA15749	posterior sector of right liver	FMA15744	hepatovenous segment vi
FMA15749	posterior sector of right liver	FMA15745	hepatovenous segment vii
FMA15750	anterior sector of left liver	FMA15741	hepatovenous segment iii
FMA15750	anterior sector of left liver	FMA15742	hepatovenous segment iv
FMA15751	posterior sector of left liver	FMA15739	hepatovenous segment ii
FMA15809	right hemiliver	FMA15748	anterior sector of right liver
FMA15809	right hemiliver	FMA15749	posterior sector of right liver
FMA15810	left hemiliver	FMA15750	anterior sector of left liver
FMA15810	left hemiliver	FMA15751	posterior sector of left liver
FMA16203	lumbar vertebral column	FMA26105	first lumbar intervertebral symphysis
FMA16203	lumbar vertebral column	FMA26106	second lumbar intervertebral symphysis
FMA16203	lumbar vertebral column	FMA26107	third lumbar intervertebral symphysis
FMA16203	lumbar vertebral column	FMA26108	fourth lumbar intervertebral symphysis
FMA16203	lumbar vertebral column	FMA26109	fifth lumbar intervertebral symphysis
FMA16580	bony pelvis	FMA20226	right side of bony pelvis
FMA16580	bony pelvis	FMA20227	left side of bony pelvis
FMA16581	pelvic girdle	FMA72062	pelvic skeleton
FMA16582	right pelvic girdle	FMA24965	right hip
FMA16583	left pelvic girdle	FMA24966	left hip
FMA17181	wall of distal part of ileum	FMA11338	ileocecal junction
FMA18805	external iliac artery	FMA43895	posterior tibial artery
FMA18806	right external iliac artery	FMA20688	right inferior epigastric artery
FMA18806	right external iliac artery	FMA43896	right anterior tibial artery
FMA18806	right external iliac artery	FMA43898	right posterior tibial artery
FMA18806	right external iliac artery	FMA70249	right femoral artery
FMA18806	right external iliac artery	FMA77380	right popliteal artery
FMA18807	left external iliac artery	FMA20689	left inferior epigastric artery
FMA18807	left external iliac artery	FMA43897	left anterior tibial artery
FMA18807	left external iliac artery	FMA43899	left posterior tibial artery
FMA18807	left external iliac artery	FMA70250	left femoral artery
FMA18807	left external iliac artery	FMA77381	left popliteal artery
FMA20218	mons pubis	FMA54319	pubic hair
FMA20224	right side of rib cage	FMA7875	right first costal cartilage
FMA20224	right side of rib cage	FMA7886	right second costal cartilage
FMA20224	right side of rib cage	FMA7913	right third costal cartilage
FMA20224	right side of rib cage	FMA7976	right fourth costal cartilage
FMA20224	right side of rib cage	FMA8070	right fifth costal cartilage
FMA20224	right side of rib cage	FMA8194	right sixth costal cartilage
FMA20224	right side of rib cage	FMA8248	right seventh costal cartilage
FMA20225	left side of rib cage	FMA7987	left first rib
FMA20225	left side of rib cage	FMA8005	left first costal cartilage
FMA20225	left side of rib cage	FMA8012	left second rib
FMA20225	left side of rib cage	FMA8031	left second costal cartilage
FMA20225	left side of rib cage	FMA8039	left third rib
FMA20225	left side of rib cage	FMA8058	left third costal cartilage
FMA20225	left side of rib cage	FMA8093	left fifth rib
FMA20225	left side of rib cage	FMA8112	left fifth costal cartilage
FMA20225	left side of rib cage	FMA8148	left fourth rib
FMA20225	left side of rib cage	FMA8167	left fourth costal cartilage
FMA20225	left side of rib cage	FMA8202	left sixth rib
FMA20225	left side of rib cage	FMA8221	left sixth costal cartilage
FMA20225	left side of rib cage	FMA8256	left seventh rib
FMA20225	left side of rib cage	FMA8275	left seventh costal cartilage
FMA20225	left side of rib cage	FMA8310	left eighth rib
FMA20225	left side of rib cage	FMA8391	left ninth rib
FMA20225	left side of rib cage	FMA8472	left tenth rib
FMA20225	left side of rib cage	FMA8532	left eleventh rib
FMA20225	left side of rib cage	FMA8534	left twelfth rib
FMA20347	anal part of perineum	FMA21930	external anal sphincter
FMA20394	human body	FMA7152	alimentary system
FMA20394	human body	FMA7154	head
FMA20394	human body	FMA7157	nervous system
FMA20394	human body	FMA7158	respiratory system
FMA20394	human body	FMA7159	urinary system
FMA20394	human body	FMA7160	genital system
FMA20394	human body	FMA7161	cardiovascular system
FMA20394	human body	FMA7184	lower limb
FMA20394	human body	FMA7185	right upper limb
FMA20394	human body	FMA7186	left upper limb
FMA20394	human body	FMA7187	right lower limb
FMA20394	human body	FMA7188	left lower limb
FMA20394	human body	FMA7482	musculoskeletal system
FMA20394	human body	FMA9668	endocrine system
FMA20394	human body	FMA72979	integumentary system
FMA20394	human body	FMA74657	integument
FMA20394	human body	FMA79063	deep fascial system
FMA20394	human body	FMA228642	vasculature of body
FMA20394	human body	FMA231424	body proper
FMA20796	right deep femoral artery	FMA20801	right lateral circumflex femoral artery
FMA20796	right deep femoral artery	FMA22507	right descending genicular artery
FMA20797	left deep femoral artery	FMA20802	left lateral circumflex femoral artery
FMA20797	left deep femoral artery	FMA22508	left descending genicular artery
FMA22672	right thoraco-acromial artery	FMA23063	pectoral branch of right thoraco-acromial artery
FMA22672	right thoraco-acromial artery	FMA23068	acromial branch of right thoraco-acromial artery
FMA22672	right thoraco-acromial artery	FMA23072	deltoid branch of right thoraco-acromial artery
FMA22672	right thoraco-acromial artery	FMA66563	trunk of right thoraco-acromial artery
FMA22673	left thoraco-acromial artery	FMA23064	pectoral branch of left thoraco-acromial artery
FMA22673	left thoraco-acromial artery	FMA23069	acromial branch of left thoraco-acromial artery
FMA22673	left thoraco-acromial artery	FMA23073	deltoid branch of left thoraco-acromial artery
FMA22673	left thoraco-acromial artery	FMA66564	trunk of left thoraco-acromial artery
FMA22678	right subscapular artery	FMA23180	right circumflex scapular artery
FMA22678	right subscapular artery	FMA66321	right thoracodorsal artery
FMA22679	left subscapular artery	FMA23181	left circumflex scapular artery
FMA22679	left subscapular artery	FMA66322	left thoracodorsal artery
FMA22733	right radial artery	FMA22764	right radial recurrent artery
FMA22733	right radial artery	FMA22772	dorsal carpal branch of right radial artery
FMA22734	left radial artery	FMA22766	left radial recurrent artery
FMA22734	left radial artery	FMA22773	dorsal carpal branch of left radial artery
FMA22797	right ulnar artery	FMA22801	right anterior ulnar recurrent artery
FMA22797	right ulnar artery	FMA22804	right posterior ulnar recurrent artery
FMA22797	right ulnar artery	FMA22807	right common interosseous artery
FMA22797	right ulnar artery	FMA22821	right dorsal carpal branch of ulnar artery
FMA22798	left ulnar artery	FMA22802	left anterior ulnar recurrent artery
FMA22798	left ulnar artery	FMA22805	left posterior ulnar recurrent artery
FMA22798	left ulnar artery	FMA22808	left common interosseous artery
FMA22798	left ulnar artery	FMA22822	left dorsal carpal branch of ulnar artery
FMA22807	right common interosseous artery	FMA22812	right anterior interosseous artery
FMA22808	left common interosseous artery	FMA22813	left anterior interosseous artery
FMA23218	right pectoral girdle	FMA24163	skeleton of right pectoral girdle
FMA23218	right pectoral girdle	FMA33642	right shoulder
FMA23218	right pectoral girdle	FMA33644	pectoral part of right pectoral girdle
FMA23218	right pectoral girdle	FMA33646	scapular part of right pectoral girdle
FMA23219	left pectoral girdle	FMA33645	pectoral part of left pectoral girdle
FMA23219	left pectoral girdle	FMA33647	scapular part of left pectoral girdle
FMA23876	skeleton (in vivo)	FMA7483	axial skeletal system
FMA23876	skeleton (in vivo)	FMA46565	skull
FMA23881	skeletal system	FMA23876	skeleton (in vivo)
FMA24138	cervical vertebral column	FMA25571	intervertebral symphysis of axis
FMA24138	cervical vertebral column	FMA26078	third cervical intervertebral symphysis
FMA24138	cervical vertebral column	FMA26083	fourth cervical intervertebral symphysis
FMA24138	cervical vertebral column	FMA26084	fifth cervical intervertebral symphysis
FMA24138	cervical vertebral column	FMA26085	sixth cervical intervertebral symphysis
FMA24138	cervical vertebral column	FMA26086	seventh cervical intervertebral symphysis
FMA24163	skeleton of right pectoral girdle	FMA13322	right clavicle
FMA24163	skeleton of right pectoral girdle	FMA13395	right scapula
FMA24164	skeleton of left pectoral girdle	FMA13323	left clavicle
FMA24164	skeleton of left pectoral girdle	FMA13396	left scapula
FMA24728	face	FMA46472	nose
FMA24728	face	FMA53637	right cheek
FMA24728	face	FMA53638	left cheek
FMA24728	face	FMA54449	right eye
FMA24728	face	FMA54450	left eye
FMA24816	anterior chest	FMA9838	anterior mediastinum
FMA24816	anterior chest	FMA9839	middle mediastinum
FMA24866	sternal part of chest	FMA7485	sternum
FMA24880	right free upper limb	FMA9713	right hand
FMA24880	right free upper limb	FMA11345	right forearm
FMA24880	right free upper limb	FMA24895	right arm
FMA24880	right free upper limb	FMA24940	right wrist
FMA24881	left free upper limb	FMA9714	left hand
FMA24881	left free upper limb	FMA11346	left forearm
FMA24881	left free upper limb	FMA24896	left arm
FMA24881	left free upper limb	FMA24941	left wrist
FMA24881	left free upper limb	FMA58406	investing fascia of left free upper limb
FMA24882	right free lower limb	FMA11343	right foot
FMA24882	right free lower limb	FMA24968	right thigh
FMA24882	right free lower limb	FMA24977	right knee
FMA24882	right free lower limb	FMA24980	right leg
FMA24883	left free lower limb	FMA11344	left foot
FMA24883	left free lower limb	FMA24969	left thigh
FMA24883	left free lower limb	FMA24978	left knee
FMA24883	left free lower limb	FMA24981	left leg
FMA24895	right arm	FMA13325	right cephalic vein
FMA24895	right arm	FMA22691	right brachial artery
FMA24895	right arm	FMA22696	right deep brachial artery
FMA24895	right arm	FMA22707	right superior ulnar collateral artery
FMA24895	right arm	FMA22712	right inferior ulnar collateral artery
FMA24895	right arm	FMA22909	right basilic vein
FMA24895	right arm	FMA22935	right medial brachial vein
FMA24895	right arm	FMA23130	right humerus
FMA24895	right arm	FMA37705	right anconeus
FMA24896	left arm	FMA13326	left cephalic vein
FMA24896	left arm	FMA22692	left brachial artery
FMA24896	left arm	FMA22910	left basilic vein
FMA24896	left arm	FMA23131	left humerus
FMA24896	left arm	FMA37666	left coracobrachialis
FMA24896	left arm	FMA37669	left brachialis
FMA24896	left arm	FMA37706	left anconeus
FMA24940	right wrist	FMA23725	right trapezoid
FMA24940	right wrist	FMA24435	right scaphoid
FMA24940	right wrist	FMA24437	right lunate
FMA24940	right wrist	FMA24439	right triquetral
FMA24940	right wrist	FMA24441	right pisiform
FMA24940	right wrist	FMA24443	right trapezium
FMA24940	right wrist	FMA24446	right capitate
FMA24940	right wrist	FMA24448	right hamate
FMA24941	left wrist	FMA24436	left scaphoid
FMA24941	left wrist	FMA24438	left lunate
FMA24941	left wrist	FMA24440	left triquetral
FMA24941	left wrist	FMA24442	left pisiform
FMA24941	left wrist	FMA24444	left trapezium
FMA24941	left wrist	FMA24445	left trapezoid
FMA24941	left wrist	FMA24447	left capitate
FMA24941	left wrist	FMA24449	left hamate
FMA24941	left wrist	FMA58449	investing fascia of left wrist
FMA24968	right thigh	FMA24474	right femur
FMA24969	left thigh	FMA24475	left femur
FMA24977	right knee	FMA73055	anterior part of right knee
FMA24978	left knee	FMA73056	anterior part of left knee
FMA24980	right leg	FMA24477	right tibia
FMA24980	right leg	FMA24480	right fibula
FMA24981	left leg	FMA24478	left tibia
FMA24981	left leg	FMA24481	left fibula
FMA25511	intervertebral symphysis	FMA10446	intervertebral disk
FMA25558	right lateral chest wall	FMA50071	right lateral superficial chest wall
FMA25559	left lateral chest wall	FMA50072	left lateral superficial chest wall
FMA25571	intervertebral symphysis of axis	FMA25058	intervertebral disk of axis
FMA25573	left bony pectoral girdle	FMA24164	skeleton of left pectoral girdle
FMA26078	third cervical intervertebral symphysis	FMA13896	intervertebral disk of third cervical vertebra
FMA26083	fourth cervical intervertebral symphysis	FMA13897	intervertebral disk of fourth cervical vertebra
FMA26084	fifth cervical intervertebral symphysis	FMA13898	intervertebral disk of fifth cervical vertebra
FMA26085	sixth cervical intervertebral symphysis	FMA13899	intervertebral disk of sixth cervical vertebra
FMA26086	seventh cervical intervertebral symphysis	FMA13900	intervertebral disk of seventh cervical vertebra
FMA26089	first thoracic intervertebral symphysis	FMA10458	intervertebral disk of first thoracic vertebra
FMA26094	second thoracic intervertebral symphysis	FMA13495	intervertebral disk of second thoracic vertebra
FMA26095	third thoracic intervertebral symphysis	FMA13500	intervertebral disk of third thoracic vertebra
FMA26096	fourth thoracic intervertebral symphysis	FMA13501	intervertebral disk of fourth thoracic vertebra
FMA26097	fifth thoracic intervertebral symphysis	FMA13502	intervertebral disk of fifth thoracic vertebra
FMA26098	sixth thoracic intervertebral symphysis	FMA13503	intervertebral disk of sixth thoracic vertebra
FMA26099	seventh thoracic intervertebral symphysis	FMA13504	intervertebral disk of seventh thoracic vertebra
FMA26100	eighth thoracic intervertebral symphysis	FMA13505	intervertebral disk of eighth thoracic vertebra
FMA26101	ninth thoracic intervertebral symphysis	FMA13506	intervertebral disk of ninth thoracic vertebra
FMA26102	tenth thoracic intervertebral symphysis	FMA13507	intervertebral disk of tenth thoracic vertebra
FMA26103	eleventh thoracic intervertebral symphysis	FMA13508	intervertebral disk of eleventh thoracic vertebra
FMA26105	first lumbar intervertebral symphysis	FMA16033	intervertebral disk of first lumbar vertebra
FMA26106	second lumbar intervertebral symphysis	FMA16034	intervertebral disk of second lumbar vertebra
FMA26107	third lumbar intervertebral symphysis	FMA16035	intervertebral disk of third lumbar vertebra
FMA26108	fourth lumbar intervertebral symphysis	FMA16036	intervertebral disk of fourth lumbar vertebra
FMA26109	fifth lumbar intervertebral symphysis	FMA16037	intervertebral disk of fifth lumbar vertebra
FMA26661	right bronchial tree	FMA68319	inferomedial part of right bronchial tree
FMA26662	left bronchial tree	FMA7396	left main bronchus
FMA26662	left bronchial tree	FMA31748	lower lobe part of left bronchial tree
FMA31744	upper lobe part of right bronchial tree	FMA68213	right posterior segmental bronchial tree
FMA31746	upper lobe part of left bronchial tree	FMA68225	left posterior segmental bronchial tree
FMA31746	upper lobe part of left bronchial tree	FMA68317	superior division of upper lobe part of left bronchial tree
FMA31746	upper lobe part of left bronchial tree	FMA68318	inferior division of upper lobe part of left bronchial tree
FMA31747	lower lobe part of right bronchial tree	FMA68216	right superior segmental bronchial tree
FMA31747	lower lobe part of right bronchial tree	FMA68221	right posterior basal segmental bronchial tree
FMA31748	lower lobe part of left bronchial tree	FMA68230	left medial basal segmental bronchial tree
FMA31748	lower lobe part of left bronchial tree	FMA68231	left anterior basal segmental bronchial tree
FMA33646	scapular part of right pectoral girdle	FMA13381	right rhomboid major
FMA33646	scapular part of right pectoral girdle	FMA13383	right rhomboid minor
FMA33646	scapular part of right pectoral girdle	FMA32540	right levator scapulae
FMA33647	scapular part of left pectoral girdle	FMA13382	left rhomboid major
FMA33647	scapular part of left pectoral girdle	FMA13384	left rhomboid minor
FMA33647	scapular part of left pectoral girdle	FMA32541	left levator scapulae
FMA43895	posterior tibial artery	FMA43956	plantar metatarsal artery
FMA43896	right anterior tibial artery	FMA43916	right dorsalis pedis artery
FMA43897	left anterior tibial artery	FMA43917	left dorsalis pedis artery
FMA43898	right posterior tibial artery	FMA43929	right medial plantar artery
FMA43898	right posterior tibial artery	FMA43931	right lateral plantar artery
FMA43899	left posterior tibial artery	FMA43930	left medial plantar artery
FMA43899	left posterior tibial artery	FMA43932	left lateral plantar artery
FMA43916	right dorsalis pedis artery	FMA69490	right lateral tarsal artery
FMA43916	right dorsalis pedis artery	FMA69494	right arcuate artery
FMA43917	left dorsalis pedis artery	FMA69491	left lateral tarsal artery
FMA43917	left dorsalis pedis artery	FMA69495	left arcuate artery
FMA43929	right medial plantar artery	FMA43937	right superficial medial plantar artery
FMA43930	left medial plantar artery	FMA43938	left superficial medial plantar artery
FMA43931	right lateral plantar artery	FMA69566	trunk of right lateral plantar artery
FMA43932	left lateral plantar artery	FMA69567	trunk of left lateral plantar artery
FMA43956	plantar metatarsal artery	FMA69517	distal perforating artery
FMA45626	systemic venous system	FMA7165	right side of heart
FMA45659	lower urinary tract	FMA15900	urinary bladder
FMA45659	lower urinary tract	FMA19667	urethra
FMA45662	lower respiratory tract	FMA7309	right lung
FMA45662	lower respiratory tract	FMA7393	tracheobronchial tree
FMA45842	pulmonary arterial tree	FMA50872	right pulmonary artery
FMA45842	pulmonary arterial tree	FMA50873	left pulmonary artery
FMA45847	portal venous tree	FMA50735	hepatic portal vein
FMA45847	portal venous tree	FMA71904	pre-hepatic portal vein
FMA46472	nose	FMA54375	nasal septum
FMA46472	nose	FMA59515	external nose
FMA46472	nose	FMA59637	internal nose
FMA46472	nose	FMA60116	nasal skeleton
FMA46565	skull	FMA53672	neurocranium
FMA46565	skull	FMA53673	viscerocranium
FMA49184	mouth	FMA54640	tongue
FMA49184	mouth	FMA55021	soft palate
FMA49184	mouth	FMA59398	mandibular part of mouth
FMA49184	mouth	FMA59399	maxillary part of mouth
FMA49184	mouth	FMA59763	gingiva of upper jaw
FMA49184	mouth	FMA59764	gingiva of lower jaw
FMA49184	mouth	FMA59992	faucial part of mouth
FMA49207	wall of inflow part of right ventricle	FMA7259	papillary muscle of right ventricle
FMA49894	systemic arterial tree	FMA3734	aorta
FMA49894	systemic arterial tree	FMA3932	brachiocephalic artery
FMA49894	systemic arterial tree	FMA4058	left common carotid artery
FMA49894	systemic arterial tree	FMA4149	esophageal artery
FMA49894	systemic arterial tree	FMA4634	right subcostal artery
FMA49894	systemic arterial tree	FMA4654	left subcostal artery
FMA49894	systemic arterial tree	FMA4694	left subclavian artery
FMA49894	systemic arterial tree	FMA14746	right inferior phrenic artery
FMA49894	systemic arterial tree	FMA14747	left inferior phrenic artery
FMA49894	systemic arterial tree	FMA14749	superior mesenteric artery
FMA49894	systemic arterial tree	FMA14750	inferior mesenteric artery
FMA49894	systemic arterial tree	FMA14752	right renal artery
FMA49894	systemic arterial tree	FMA14753	left renal artery
FMA49894	systemic arterial tree	FMA14755	right middle suprarenal artery
FMA49894	systemic arterial tree	FMA14756	left middle suprarenal artery
FMA49894	systemic arterial tree	FMA14759	right testicular artery
FMA49894	systemic arterial tree	FMA14760	left testicular artery
FMA49894	systemic arterial tree	FMA14764	common iliac artery
FMA49894	systemic arterial tree	FMA14765	right common iliac artery
FMA49894	systemic arterial tree	FMA14766	left common iliac artery
FMA49894	systemic arterial tree	FMA50039	right coronary artery
FMA49894	systemic arterial tree	FMA50040	left coronary artery
FMA49894	systemic arterial tree	FMA50737	celiac artery
FMA49911	right inferior pulmonary vein	FMA8670	right superior segmental vein
FMA49911	right inferior pulmonary vein	FMA8671	right common basal vein
FMA49913	left inferior pulmonary vein	FMA8676	left common basal vein
FMA50039	right coronary artery	FMA3802	trunk of right coronary artery
FMA50039	right coronary artery	FMA3807	right conus artery
FMA50039	right coronary artery	FMA3815	first anterior ventricular branch of right coronary artery
FMA50039	right coronary artery	FMA3818	marginal branch of right coronary artery
FMA50039	right coronary artery	FMA3837	first posterior ventricular branch of right coronary artery
FMA50039	right coronary artery	FMA3840	posterior interventricular branch of right coronary artery
FMA50040	left coronary artery	FMA3855	trunk of left coronary artery
FMA50040	left coronary artery	FMA3862	anterior interventricular branch of left coronary artery
FMA50040	left coronary artery	FMA3895	circumflex branch of left coronary artery
FMA50060	chest wall	FMA10428	thoracic wall
FMA50060	chest wall	FMA25558	right lateral chest wall
FMA50060	chest wall	FMA25559	left lateral chest wall
FMA50060	chest wall	FMA50061	superficial chest wall
FMA50060	chest wall	FMA87543	anterior chest wall
FMA50061	superficial chest wall	FMA13373	right pectoralis major
FMA50061	superficial chest wall	FMA13374	left pectoralis major
FMA50061	superficial chest wall	FMA13375	right pectoralis minor
FMA50061	superficial chest wall	FMA13376	left pectoralis minor
FMA50061	superficial chest wall	FMA13398	right serratus anterior
FMA50061	superficial chest wall	FMA13411	left subclavius
FMA50061	superficial chest wall	FMA13412	right subclavius
FMA50061	superficial chest wall	FMA50063	anterior superficial chest wall
FMA50072	left lateral superficial chest wall	FMA13399	left serratus anterior
FMA50082	right middle cerebral artery	FMA50377	anterolateral central branch of right middle cerebral artery
FMA50082	right middle cerebral artery	FMA61991	trunk of right middle cerebral artery
FMA50308	coronary sinus tree	FMA4706	coronary sinus
FMA50308	coronary sinus tree	FMA4707	great cardiac vein
FMA50308	coronary sinus tree	FMA4708	left marginal vein
FMA50308	coronary sinus tree	FMA4712	posterior vein of left ventricle
FMA50308	coronary sinus tree	FMA4713	middle cardiac vein
FMA50308	coronary sinus tree	FMA4714	small cardiac vein
FMA50454	cerebral arterial circle	FMA50085	right posterior communicating artery
FMA50454	cerebral arterial circle	FMA50086	left posterior communicating artery
FMA50454	cerebral arterial circle	FMA50169	anterior communicating artery
FMA50454	cerebral arterial circle	FMA50639	precommunicating part of right posterior cerebral artery
FMA50454	cerebral arterial circle	FMA50640	precommunicating part of left posterior cerebral artery
FMA50542	basilar artery	FMA50544	anterior inferior cerebellar artery
FMA50542	basilar artery	FMA50561	right pontine artery
FMA50542	basilar artery	FMA50562	left pontine artery
FMA50542	basilar artery	FMA50574	right superior cerebellar artery
FMA50542	basilar artery	FMA50575	left superior cerebellar artery
FMA50542	basilar artery	FMA50584	right posterior cerebral artery
FMA50542	basilar artery	FMA50585	left posterior cerebral artery
FMA50561	right pontine artery	FMA50566	medial branch of right pontine artery
FMA50561	right pontine artery	FMA50568	lateral branch of right pontine artery
FMA50562	left pontine artery	FMA50567	medial branch of left pontine artery
FMA50562	left pontine artery	FMA50569	lateral branch of left pontine artery
FMA50584	right posterior cerebral artery	FMA50643	right lateral occipital artery
FMA50584	right posterior cerebral artery	FMA50645	right medial occipital artery
FMA50584	right posterior cerebral artery	FMA50658	right posterior choroidal artery
FMA50584	right posterior cerebral artery	FMA50664	right thalamoperforating artery
FMA50584	right posterior cerebral artery	FMA50670	right thalamogeniculate artery
FMA50585	left posterior cerebral artery	FMA50644	left lateral occipital artery
FMA50585	left posterior cerebral artery	FMA50646	left medial occipital artery
FMA50585	left posterior cerebral artery	FMA50659	left posterior choroidal artery
FMA50585	left posterior cerebral artery	FMA50665	left thalamoperforating artery
FMA50585	left posterior cerebral artery	FMA50671	left thalamogeniculate artery
FMA50643	right lateral occipital artery	FMA50678	anterior temporal branch of right lateral occipital artery
FMA50643	right lateral occipital artery	FMA50680	middle temporal branch of right lateral occipital artery
FMA50644	left lateral occipital artery	FMA50679	anterior temporal branch of left lateral occipital artery
FMA50644	left lateral occipital artery	FMA50681	middle temporal branch of left lateral occipital artery
FMA50645	right medial occipital artery	FMA50684	right splenial artery
FMA50646	left medial occipital artery	FMA50685	left splenial artery
FMA50658	right posterior choroidal artery	FMA50672	right posterior medial choroidal artery
FMA50659	left posterior choroidal artery	FMA50673	left posterior medial choroidal artery
FMA50737	celiac artery	FMA14768	left gastric artery
FMA50737	celiac artery	FMA14771	common hepatic artery
FMA50737	celiac artery	FMA14773	splenic artery
FMA50737	celiac artery	FMA14812	celiac trunk
FMA50801	brain	FMA61992	forebrain
FMA50801	brain	FMA61993	midbrain
FMA50801	brain	FMA67687	hindbrain
FMA50801	brain	FMA242787	ventricular system of brain
FMA50873	left pulmonary artery	FMA68201	left lower lobar artery
FMA51044	fascia lata of right thigh	FMA58776	right iliotibial tract
FMA51045	fascia lata of left thigh	FMA58777	left iliotibial tract
FMA53082	right orbit	FMA54667	right orbital compartment
FMA53083	left orbit	FMA54668	left orbital compartment
FMA53672	neurocranium	FMA52734	frontal bone
FMA53672	neurocranium	FMA52735	occipital bone
FMA53672	neurocranium	FMA52789	left parietal bone
FMA53673	viscerocranium	FMA9710	vomer
FMA53673	viscerocranium	FMA52736	sphenoid bone
FMA53673	viscerocranium	FMA52738	right temporal bone
FMA53673	viscerocranium	FMA52739	left temporal bone
FMA53673	viscerocranium	FMA52740	ethmoid
FMA53673	viscerocranium	FMA52748	mandible
FMA53673	viscerocranium	FMA52749	hyoid bone
FMA53673	viscerocranium	FMA52892	right zygomatic bone
FMA53673	viscerocranium	FMA52893	left zygomatic bone
FMA53673	viscerocranium	FMA53082	right orbit
FMA53673	viscerocranium	FMA53083	left orbit
FMA53673	viscerocranium	FMA53645	right lacrimal bone
FMA53673	viscerocranium	FMA53646	left lacrimal bone
FMA53673	viscerocranium	FMA53647	right nasal bone
FMA53673	viscerocranium	FMA53648	left nasal bone
FMA53673	viscerocranium	FMA53649	right maxilla
FMA53673	viscerocranium	FMA53650	left maxilla
FMA53673	viscerocranium	FMA53655	right palatine bone
FMA53673	viscerocranium	FMA53656	left palatine bone
FMA53673	viscerocranium	FMA54737	right inferior nasal concha
FMA53673	viscerocranium	FMA54738	left inferior nasal concha
FMA53673	viscerocranium	FMA59654	osseous skeleton of nose
FMA53673	viscerocranium	FMA61670	skeleton of mouth
FMA54375	nasal septum	FMA60118	skeleton of nasal septum
FMA54440	right upper eyelid	FMA49048	right levator palpebrae superioris
FMA54440	right upper eyelid	FMA59091	tarsal plate of right upper eyelid
FMA54441	left upper eyelid	FMA49049	left levator palpebrae superioris
FMA54441	left upper eyelid	FMA59092	tarsal plate of left upper eyelid
FMA54443	right lower eyelid	FMA59089	tarsal plate of right lower eyelid
FMA54444	left lower eyelid	FMA59090	tarsal plate of left lower eyelid
FMA54449	right eye	FMA12514	right eyeball
FMA54449	right eye	FMA49044	right superior rectus
FMA54449	right eye	FMA49046	right inferior rectus
FMA54449	right eye	FMA49050	right inferior oblique
FMA54449	right eye	FMA49052	right superior oblique
FMA54449	right eye	FMA49054	right lateral rectus
FMA54449	right eye	FMA49056	right medial rectus
FMA54449	right eye	FMA54440	right upper eyelid
FMA54449	right eye	FMA54443	right lower eyelid
FMA54449	right eye	FMA59368	right lacrimal apparatus
FMA54449	right eye	FMA72952	orbital part of right eye
FMA54450	left eye	FMA12515	left eyeball
FMA54450	left eye	FMA49045	left superior rectus
FMA54450	left eye	FMA49047	left inferior rectus
