parent id	parent name	child id	child name
FMA22471	muscle of leg	FMA22474	muscle of posterior compartment of leg
FMA22472	muscle of anterior compartment of leg	FMA22532	tibialis anterior
FMA22472	muscle of anterior compartment of leg	FMA22533	extensor hallucis longus
FMA22472	muscle of anterior compartment of leg	FMA22534	extensor digitorum longus
FMA22472	muscle of anterior compartment of leg	FMA22538	fibularis tertius
FMA22473	muscle of lateral compartment of leg	FMA22539	fibularis longus
FMA22473	muscle of lateral compartment of leg	FMA22540	fibularis brevis
FMA22474	muscle of posterior compartment of leg	FMA65004	superficial muscle of posterior compartment of leg
FMA22474	muscle of posterior compartment of leg	FMA65008	deep muscle of posterior compartment of leg
FMA22506	descending genicular artery	FMA22507	right descending genicular artery
FMA22506	descending genicular artery	FMA22508	left descending genicular artery
FMA22532	tibialis anterior	FMA22544	right tibialis anterior
FMA22532	tibialis anterior	FMA22545	left tibialis anterior
FMA22533	extensor hallucis longus	FMA22546	right extensor hallucis longus
FMA22533	extensor hallucis longus	FMA22547	left extensor hallucis longus
FMA22534	extensor digitorum longus	FMA22548	right extensor digitorum longus
FMA22534	extensor digitorum longus	FMA22549	left extensor digitorum longus
FMA22535	superior genicular artery	FMA22584	superior medial genicular artery
FMA22535	superior genicular artery	FMA22585	superior lateral genicular artery
FMA22536	middle genicular artery	FMA22562	right middle genicular artery
FMA22536	middle genicular artery	FMA22563	left middle genicular artery
FMA22537	inferior genicular artery	FMA43888	inferior lateral genicular artery
FMA22537	inferior genicular artery	FMA43889	inferior medial genicular artery
FMA22538	fibularis tertius	FMA22550	right fibularis tertius
FMA22538	fibularis tertius	FMA22551	left fibularis tertius
FMA22539	fibularis longus	FMA22552	right fibularis longus
FMA22539	fibularis longus	FMA22553	left fibularis longus
FMA22540	fibularis brevis	FMA22554	right fibularis brevis
FMA22540	fibularis brevis	FMA22555	left fibularis brevis
FMA22542	soleus	FMA22558	right soleus
FMA22542	soleus	FMA22559	left soleus
FMA22543	plantaris	FMA22560	right plantaris
FMA22543	plantaris	FMA22561	left plantaris
FMA22584	superior medial genicular artery	FMA22586	right medial superior genicular artery
FMA22584	superior medial genicular artery	FMA22587	left medial superior genicular artery
FMA22585	superior lateral genicular artery	FMA22588	right lateral superior genicular artery
FMA22585	superior lateral genicular artery	FMA22589	left lateral superior genicular artery
FMA22590	popliteus	FMA22591	right popliteus
FMA22590	popliteus	FMA22592	left popliteus
FMA22593	flexor hallucis longus	FMA65014	right flexor hallucis longus
FMA22593	flexor hallucis longus	FMA65015	left flexor hallucis longus
FMA22594	muscle of vertebral column	FMA13400	serratus posterior
FMA22594	muscle of vertebral column	FMA32514	prevertebral muscle
FMA22594	muscle of vertebral column	FMA32515	postvertebral muscle
FMA22653	splenius capitis	FMA22728	right splenius capitis
FMA22653	splenius capitis	FMA22729	left splenius capitis
FMA22654	axillary artery	FMA22655	right axillary artery
FMA22654	axillary artery	FMA22656	left axillary artery
FMA22674	lateral thoracic artery	FMA22675	right lateral thoracic artery
FMA22674	lateral thoracic artery	FMA22676	left lateral thoracic artery
FMA22677	subscapular artery	FMA22678	right subscapular artery
FMA22677	subscapular artery	FMA22679	left subscapular artery
FMA22680	anterior circumflex humeral artery	FMA22682	right anterior circumflex humeral artery
FMA22680	anterior circumflex humeral artery	FMA22683	left anterior circumflex humeral artery
FMA22681	splenius cervicis	FMA22726	right splenius cervicis
FMA22681	splenius cervicis	FMA22727	left splenius cervicis
FMA22684	posterior circumflex humeral artery	FMA22685	right posterior circumflex humeral artery
FMA22684	posterior circumflex humeral artery	FMA22687	left posterior circumflex humeral artery
FMA22689	brachial artery	FMA22691	right brachial artery
FMA22689	brachial artery	FMA22692	left brachial artery
FMA22693	branch of brachial artery	FMA22695	deep brachial artery
FMA22693	branch of brachial artery	FMA22706	superior ulnar collateral artery
FMA22693	branch of brachial artery	FMA22710	inferior ulnar collateral artery
FMA22693	branch of brachial artery	FMA23117	branch of deep brachial artery
FMA22695	deep brachial artery	FMA22696	right deep brachial artery
FMA22695	deep brachial artery	FMA22697	left deep brachial artery
FMA22702	iliocostalis lumborum	FMA22740	right iliocostalis lumborum
FMA22702	iliocostalis lumborum	FMA22741	left iliocostalis lumborum
FMA22703	iliocostalis thoracis	FMA22742	right iliocostalis thoracis
FMA22703	iliocostalis thoracis	FMA22743	left iliocostalis thoracis
FMA22704	iliocostalis cervicis	FMA22744	right iliocostalis cervicis
FMA22704	iliocostalis cervicis	FMA22745	left iliocostalis cervicis
FMA22706	superior ulnar collateral artery	FMA22707	right superior ulnar collateral artery
FMA22706	superior ulnar collateral artery	FMA22708	left superior ulnar collateral artery
FMA22709	longissimus thoracis	FMA22751	right longissimus thoracis
FMA22709	longissimus thoracis	FMA22753	left longissimus thoracis
FMA22710	inferior ulnar collateral artery	FMA22712	right inferior ulnar collateral artery
FMA22710	inferior ulnar collateral artery	FMA22713	left inferior ulnar collateral artery
FMA22711	longissimus cervicis	FMA22757	right longissimus cervicis
FMA22711	longissimus cervicis	FMA22758	left longissimus cervicis
FMA22714	longissimus capitis	FMA22754	right longissimus capitis
FMA22714	longissimus capitis	FMA22756	left longissimus capitis
FMA22730	radial artery	FMA22733	right radial artery
FMA22730	radial artery	FMA22734	left radial artery
FMA22738	branch of radial artery	FMA22748	radial recurrent artery
FMA22738	branch of radial artery	FMA22755	dorsal carpal branch of radial artery
FMA22738	branch of radial artery	FMA22762	arteria princeps pollicis
FMA22738	branch of radial artery	FMA22763	arteria radialis indicis
FMA22748	radial recurrent artery	FMA22764	right radial recurrent artery
FMA22748	radial recurrent artery	FMA22766	left radial recurrent artery
FMA22755	dorsal carpal branch of radial artery	FMA22772	dorsal carpal branch of right radial artery
FMA22755	dorsal carpal branch of radial artery	FMA22773	dorsal carpal branch of left radial artery
FMA22762	arteria princeps pollicis	FMA22905	right arteria princeps pollicis
FMA22762	arteria princeps pollicis	FMA22907	left arteria princeps pollicis
FMA22763	arteria radialis indicis	FMA22777	right arteria radialis indicis
FMA22763	arteria radialis indicis	FMA22778	left arteria radialis indicis
FMA22765	spinalis thoracis	FMA22779	right spinalis thoracis
FMA22765	spinalis thoracis	FMA22780	left spinalis thoracis
FMA22796	ulnar artery	FMA22797	right ulnar artery
FMA22796	ulnar artery	FMA22798	left ulnar artery
FMA22799	branch of ulnar artery	FMA22806	common interosseous artery
FMA22799	branch of ulnar artery	FMA22809	branch of common interosseous artery
FMA22799	branch of ulnar artery	FMA22820	dorsal carpal branch of ulnar artery
FMA22799	branch of ulnar artery	FMA77140	ulnar recurrent artery
FMA22800	anterior ulnar recurrent artery	FMA22801	right anterior ulnar recurrent artery
FMA22800	anterior ulnar recurrent artery	FMA22802	left anterior ulnar recurrent artery
FMA22803	posterior ulnar recurrent artery	FMA22804	right posterior ulnar recurrent artery
FMA22803	posterior ulnar recurrent artery	FMA22805	left posterior ulnar recurrent artery
FMA22806	common interosseous artery	FMA22807	right common interosseous artery
FMA22806	common interosseous artery	FMA22808	left common interosseous artery
FMA22809	branch of common interosseous artery	FMA22810	anterior interosseous artery
FMA22809	branch of common interosseous artery	FMA77144	recurrent interosseous artery
FMA22810	anterior interosseous artery	FMA22812	right anterior interosseous artery
FMA22810	anterior interosseous artery	FMA22813	left anterior interosseous artery
FMA22820	dorsal carpal branch of ulnar artery	FMA22821	right dorsal carpal branch of ulnar artery
FMA22820	dorsal carpal branch of ulnar artery	FMA22822	left dorsal carpal branch of ulnar artery
FMA22823	semispinalis	FMA22828	semispinalis thoracis
FMA22823	semispinalis	FMA22829	semispinalis cervicis
FMA22823	semispinalis	FMA22830	semispinalis capitis
FMA22828	semispinalis thoracis	FMA22872	right semispinalis thoracis
FMA22828	semispinalis thoracis	FMA22873	left semispinalis thoracis
FMA22829	semispinalis cervicis	FMA22874	right semispinalis cervicis
FMA22829	semispinalis cervicis	FMA22875	left semispinalis cervicis
FMA22830	semispinalis capitis	FMA22876	right semispinalis capitis
FMA22830	semispinalis capitis	FMA22877	left semispinalis capitis
FMA22834	superficial palmar arterial arch	FMA22835	right superficial palmar arterial arch
FMA22834	superficial palmar arterial arch	FMA22837	left superficial palmar arterial arch
FMA22838	deep palmar arterial arch	FMA22839	right deep palmar arch
FMA22838	deep palmar arterial arch	FMA22840	left deep palmar arch
FMA22841	interspinalis muscle	FMA22846	interspinalis thoracis
FMA22842	branch of arterial anastomosis	FMA22843	branch of deep palmar arterial arch
FMA22842	branch of arterial anastomosis	FMA22845	branch of superficial palmar arterial arch
FMA22843	branch of deep palmar arterial arch	FMA22863	palmar metacarpal artery
FMA22845	branch of superficial palmar arterial arch	FMA22854	first common palmar digital artery
FMA22845	branch of superficial palmar arterial arch	FMA22855	second common palmar digital artery
FMA22845	branch of superficial palmar arterial arch	FMA85107	third common palmar digital artery
FMA22845	branch of superficial palmar arterial arch	FMA85108	fourth common palmar digital artery
FMA22845	branch of superficial palmar arterial arch	FMA85109	branch of first common palmar digital artery
FMA22845	branch of superficial palmar arterial arch	FMA85110	branch of second common palmar digital artery
FMA22845	branch of superficial palmar arterial arch	FMA85117	branch of third common palmar digital artery
FMA22846	interspinalis thoracis	FMA22890	right interspinalis thoracis
FMA22846	interspinalis thoracis	FMA22891	left interspinalis thoracis
FMA22848	intertransversarius muscle	FMA22849	lumbar intertransversarius
FMA22849	lumbar intertransversarius	FMA22850	lateral lumbar intertransversarius
FMA22849	lumbar intertransversarius	FMA22851	medial lumbar intertransversarius
FMA22854	first common palmar digital artery	FMA22856	right first common palmar digital artery
FMA22854	first common palmar digital artery	FMA85118	left first common palmar digital artery
FMA22855	second common palmar digital artery	FMA85119	right second common palmar digital artery
FMA22855	second common palmar digital artery	FMA85120	left second common palmar digital artery
FMA22857	lateral proper palmar digital artery of middle finger	FMA22858	lateral proper palmar digital artery of right middle finger
FMA22857	lateral proper palmar digital artery of middle finger	FMA22860	lateral proper palmar digital artery of left middle finger
FMA22863	palmar metacarpal artery	FMA22864	right palmar metacarpal artery
FMA22863	palmar metacarpal artery	FMA22865	left palmar metacarpal artery
FMA22908	basilic vein	FMA22909	right basilic vein
FMA22908	basilic vein	FMA22910	left basilic vein
FMA22911	deep palmar venous arch	FMA22912	right deep palmar venous arch
FMA22911	deep palmar venous arch	FMA22913	left deep palmar venous arch
FMA22914	superficial palmar venous arch	FMA22915	right superficial palmar venous arch
FMA22914	superficial palmar venous arch	FMA22916	left superficial palmar venous arch
FMA22917	tributary of venous anastomosis	FMA22922	tributary of superficial palmar venous arch
FMA22917	tributary of venous anastomosis	FMA62504	tributary of deep palmar venous arch
FMA22919	palmar metacarpal vein	FMA22920	right palmar metacarpal vein
FMA22919	palmar metacarpal vein	FMA22921	left palmar metacarpal vein
FMA22922	tributary of superficial palmar venous arch	FMA22923	common palmar digital vein
FMA22922	tributary of superficial palmar venous arch	FMA22926	tributary of common palmar digital vein
FMA22926	tributary of common palmar digital vein	FMA22927	proper palmar digital vein of index finger
FMA22926	tributary of common palmar digital vein	FMA22928	proper palmar digital vein of middle finger
FMA22926	tributary of common palmar digital vein	FMA22929	proper palmar digital vein of ring finger
FMA22926	tributary of common palmar digital vein	FMA85095	proper palmar digital vein of little finger
FMA22927	proper palmar digital vein of index finger	FMA85096	proper palmar digital vein of right index finger
FMA22927	proper palmar digital vein of index finger	FMA85097	proper palmar digital vein of left index finger
FMA22928	proper palmar digital vein of middle finger	FMA85098	proper palmar digital vein of right middle finger
FMA22928	proper palmar digital vein of middle finger	FMA85099	proper palmar digital vein of left middle finger
FMA22929	proper palmar digital vein of ring finger	FMA85100	proper palmar digital vein of right ring finger
FMA22929	proper palmar digital vein of ring finger	FMA85101	proper palmar digital vein of left ring finger
FMA22930	tributary of subclavian vein	FMA14317	tributary of external jugular vein
FMA22930	tributary of subclavian vein	FMA71209	tributary of axillary vein
FMA22934	brachial vein	FMA78021	medial brachial vein
FMA22937	tributary of brachial vein	FMA22947	radial vein
FMA22937	tributary of brachial vein	FMA22950	ulnar vein
FMA22937	tributary of brachial vein	FMA22953	tributary of radial vein
FMA22947	radial vein	FMA22948	right radial vein
FMA22947	radial vein	FMA22949	left radial vein
FMA22950	ulnar vein	FMA22951	right ulnar vein
FMA22950	ulnar vein	FMA22952	left ulnar vein
FMA22953	tributary of radial vein	FMA22919	palmar metacarpal vein
FMA22963	median cubital vein	FMA22964	right median cubital vein
FMA22963	median cubital vein	FMA22965	left median cubital vein
FMA22967	median antebrachial vein	FMA22968	right median antebrachial vein
FMA22967	median antebrachial vein	FMA22969	left median antebrachial vein
FMA23046	medial proper palmar digital artery of ring finger	FMA23052	medial proper palmar digital artery of right ring finger
FMA23047	medial proper palmar digital artery of index finger	FMA23050	medial proper palmar digital artery of right index finger
FMA23047	medial proper palmar digital artery of index finger	FMA23051	medial proper palmar digital artery of left index finger
FMA23048	lateral proper palmar digital artery of little finger	FMA23054	lateral proper palmar digital artery of right little finger
FMA23048	lateral proper palmar digital artery of little finger	FMA23055	lateral proper palmar digital artery of left little finger
FMA23062	pectoral branch of thoraco-acromial artery	FMA23063	pectoral branch of right thoraco-acromial artery
FMA23062	pectoral branch of thoraco-acromial artery	FMA23064	pectoral branch of left thoraco-acromial artery
FMA23065	acromial branch of thoraco-acromial artery	FMA23068	acromial branch of right thoraco-acromial artery
FMA23065	acromial branch of thoraco-acromial artery	FMA23069	acromial branch of left thoraco-acromial artery
FMA23067	deltoid branch of thoraco-acromial artery	FMA23072	deltoid branch of right thoraco-acromial artery
FMA23067	deltoid branch of thoraco-acromial artery	FMA23073	deltoid branch of left thoraco-acromial artery
FMA23081	rotator muscle	FMA23082	cervical rotator
FMA23081	rotator muscle	FMA23083	thoracic rotator
FMA23081	rotator muscle	FMA23084	lumbar rotator
FMA23082	cervical rotator	FMA81752	right cervical rotator
FMA23082	cervical rotator	FMA81753	left cervical rotator
FMA23084	lumbar rotator	FMA23089	right lumbar rotator
FMA23084	lumbar rotator	FMA23090	left lumbar rotator
FMA23113	subscapular vein	FMA23114	right subscapular vein
FMA23113	subscapular vein	FMA23115	left subscapular vein
FMA23117	branch of deep brachial artery	FMA23119	medial collateral artery
FMA23117	branch of deep brachial artery	FMA23120	radial collateral artery
FMA23119	medial collateral artery	FMA23124	middle collateral branch of right deep brachial artery
FMA23119	medial collateral artery	FMA23125	middle collateral branch of left deep brachial artery
FMA23120	radial collateral artery	FMA23126	radial collateral branch of right deep brachial artery
FMA23120	radial collateral artery	FMA23127	radial collateral branch of left deep brachial artery
FMA23179	circumflex scapular artery	FMA23180	right circumflex scapular artery
FMA23179	circumflex scapular artery	FMA23181	left circumflex scapular artery
FMA23463	radius	FMA23464	right radius
FMA23463	radius	FMA23465	left radius
FMA23466	ulna	FMA23467	right ulna
FMA23466	ulna	FMA23468	left ulna
FMA23706	interosseous membrane of forearm	FMA23707	interosseous membrane of right forearm
FMA23706	interosseous membrane of forearm	FMA23708	interosseous membrane of left forearm
FMA23709	scaphoid	FMA24435	right scaphoid
FMA23709	scaphoid	FMA24436	left scaphoid
FMA23712	lunate	FMA24437	right lunate
FMA23712	lunate	FMA24438	left lunate
FMA23715	triquetral	FMA24439	right triquetral
FMA23715	triquetral	FMA24440	left triquetral
FMA23718	pisiform	FMA24441	right pisiform
FMA23718	pisiform	FMA24442	left pisiform
FMA23721	trapezium	FMA24443	right trapezium
FMA23721	trapezium	FMA24444	left trapezium
FMA23724	trapezoid	FMA23725	right trapezoid
FMA23724	trapezoid	FMA24445	left trapezoid
FMA23727	capitate	FMA24446	right capitate
FMA23727	capitate	FMA24447	left capitate
FMA23730	hamate	FMA24448	right hamate
FMA23730	hamate	FMA24449	left hamate
FMA23889	carpal bone	FMA33302	proximal carpal bone
FMA23889	carpal bone	FMA33303	distal carpal bone
FMA23899	first metacarpal bone	FMA24464	right first metacarpal bone
FMA23899	first metacarpal bone	FMA24465	left first metacarpal bone
FMA23900	second metacarpal bone	FMA24466	right second metacarpal bone
FMA23900	second metacarpal bone	FMA24467	left second metacarpal bone
FMA23901	third metacarpal bone	FMA24468	right third metacarpal bone
FMA23901	third metacarpal bone	FMA24469	left third metacarpal bone
FMA23902	fourth metacarpal bone	FMA24470	right fourth metacarpal bone
FMA23902	fourth metacarpal bone	FMA24471	left fourth metacarpal bone
FMA23903	fifth metacarpal bone	FMA24472	right fifth metacarpal bone
FMA23903	fifth metacarpal bone	FMA24473	left fifth metacarpal bone
FMA23914	phalanx of finger	FMA35477	phalanx of thumb
FMA23914	phalanx of finger	FMA35480	phalanx of index finger
FMA23914	phalanx of finger	FMA35483	phalanx of middle finger
FMA23914	phalanx of finger	FMA35486	phalanx of ring finger
FMA23914	phalanx of finger	FMA35489	phalanx of little finger
FMA23918	proximal phalanx of thumb	FMA24450	proximal phalanx of right thumb
FMA23918	proximal phalanx of thumb	FMA65470	proximal phalanx of left thumb
FMA23919	proximal phalanx of index finger	FMA24451	proximal phalanx of right index finger
FMA23919	proximal phalanx of index finger	FMA71915	proximal phalanx of left index finger
FMA23920	proximal phalanx of middle finger	FMA24452	proximal phalanx of right middle finger
FMA23920	proximal phalanx of middle finger	FMA71908	proximal phalanx of left middle finger
FMA23921	proximal phalanx of ring finger	FMA24453	proximal phalanx of right ring finger
FMA23921	proximal phalanx of ring finger	FMA71916	proximal phalanx of left ring finger
FMA23922	proximal phalanx of little finger	FMA24454	proximal phalanx of right little finger
FMA23922	proximal phalanx of little finger	FMA66791	proximal phalanx of left little finger
FMA23933	middle phalanx of index finger	FMA23938	middle phalanx of left index finger
FMA23933	middle phalanx of index finger	FMA24455	middle phalanx of right index finger
FMA23934	middle phalanx of middle finger	FMA23940	middle phalanx of left middle finger
FMA23934	middle phalanx of middle finger	FMA24456	middle phalanx of right middle finger
FMA23935	middle phalanx of ring finger	FMA23942	middle phalanx of left ring finger
FMA23935	middle phalanx of ring finger	FMA24457	middle phalanx of right ring finger
FMA23936	middle phalanx of little finger	FMA23944	middle phalanx of left little finger
FMA23936	middle phalanx of little finger	FMA24458	middle phalanx of right little finger
FMA23945	distal phalanx of thumb	FMA23951	distal phalanx of left thumb
FMA23945	distal phalanx of thumb	FMA24459	distal phalanx of right thumb
FMA23946	distal phalanx of index finger	FMA23953	distal phalanx of left index finger
FMA23946	distal phalanx of index finger	FMA24460	distal phalanx of right index finger
FMA23947	distal phalanx of middle finger	FMA23955	distal phalanx of left middle finger
FMA23947	distal phalanx of middle finger	FMA24461	distal phalanx of right middle finger
FMA23948	distal phalanx of ring finger	FMA23957	distal phalanx of left ring finger
FMA23948	distal phalanx of ring finger	FMA24462	distal phalanx of right ring finger
FMA23949	distal phalanx of little finger	FMA23959	distal phalanx of left little finger
FMA23949	distal phalanx of little finger	FMA24463	distal phalanx of right little finger
FMA24034	cavity of organ part	FMA9464	cavity of cardiac chamber
FMA24218	subdivision of head	FMA54393	subdivision of face
FMA24218	subdivision of head	FMA58817	subdivision of head proper
FMA24476	tibia	FMA24477	right tibia
FMA24476	tibia	FMA24478	left tibia
FMA24479	fibula	FMA24480	right fibula
FMA24479	fibula	FMA24481	left fibula
FMA24485	patella	FMA24486	right patella
FMA24485	patella	FMA24487	left patella
FMA24491	tarsal bone	FMA9708	talus
FMA24491	tarsal bone	FMA24496	calcaneus
FMA24491	tarsal bone	FMA24499	navicular bone of foot
FMA24491	tarsal bone	FMA24517	cuneiform bone
FMA24491	tarsal bone	FMA24527	cuboid bone
FMA24492	metatarsal bone	FMA24502	first metatarsal bone
FMA24492	metatarsal bone	FMA24503	second metatarsal bone
FMA24492	metatarsal bone	FMA24504	third metatarsal bone
FMA24492	metatarsal bone	FMA24505	fourth metatarsal bone
FMA24492	metatarsal bone	FMA24506	fifth metatarsal bone
FMA24493	phalanx of toe	FMA32884	phalanx of big toe
FMA24493	phalanx of toe	FMA32899	phalanx of second toe
FMA24493	phalanx of toe	FMA32900	phalanx of third toe
FMA24493	phalanx of toe	FMA32901	phalanx of fourth toe
FMA24493	phalanx of toe	FMA32902	phalanx of little toe
FMA24496	calcaneus	FMA24497	right calcaneus
FMA24496	calcaneus	FMA24498	left calcaneus
FMA24499	navicular bone of foot	FMA24500	navicular bone of right foot
FMA24499	navicular bone of foot	FMA24501	navicular bone of left foot
FMA24502	first metatarsal bone	FMA24507	right first metatarsal bone
FMA24502	first metatarsal bone	FMA24508	left first metatarsal bone
FMA24503	second metatarsal bone	FMA24509	right second metatarsal bone
FMA24503	second metatarsal bone	FMA24510	left second metatarsal bone
FMA24504	third metatarsal bone	FMA24511	right third metatarsal bone
FMA24504	third metatarsal bone	FMA24512	left third metatarsal bone
FMA24505	fourth metatarsal bone	FMA24513	right fourth metatarsal bone
FMA24505	fourth metatarsal bone	FMA24514	left fourth metatarsal bone
FMA24506	fifth metatarsal bone	FMA24515	right fifth metatarsal bone
FMA24506	fifth metatarsal bone	FMA24516	left fifth metatarsal bone
FMA24517	cuneiform bone	FMA24518	medial cuneiform bone
FMA24517	cuneiform bone	FMA24519	intermediate cuneiform bone
FMA24517	cuneiform bone	FMA24520	lateral cuneiform bone
FMA24518	medial cuneiform bone	FMA24521	right medial cuneiform bone
FMA24518	medial cuneiform bone	FMA24522	left medial cuneiform bone
FMA24519	intermediate cuneiform bone	FMA24523	right intermediate cuneiform bone
FMA24519	intermediate cuneiform bone	FMA24524	left intermediate cuneiform bone
FMA24520	lateral cuneiform bone	FMA24525	right lateral cuneiform bone
FMA24520	lateral cuneiform bone	FMA24526	left lateral cuneiform bone
FMA24527	cuboid bone	FMA24528	right cuboid bone
FMA24527	cuboid bone	FMA24529	left cuboid bone
FMA24551	trunk of intrapulmonary vein	FMA68878	trunk of segmental pulmonary vein
FMA25624	skeletal ligament	FMA49065	trochlea of superior oblique
FMA25624	skeletal ligament	FMA51061	calcaneal tendon
FMA25624	skeletal ligament	FMA72308	stylohyoid ligament
FMA25624	skeletal ligament	FMA265180	ligament of limb
FMA25625	nonskeletal ligament	FMA55131	ligament of larynx
FMA25625	nonskeletal ligament	FMA55135	thyrohyoid ligament
FMA30313	arterial trunk	FMA3714	variant artery
FMA30313	arterial trunk	FMA8615	pulmonary arterial trunk
FMA30313	arterial trunk	FMA49918	systemic arterial trunk
FMA30314	venous trunk	FMA8648	trunk of pulmonary vein
FMA30314	venous trunk	FMA14329	trunk of portal vein
FMA30314	venous trunk	FMA22917	tributary of venous anastomosis
FMA30314	venous trunk	FMA62512	trunk of systemic vein
FMA30320	duct	FMA9706	bile duct
FMA30320	duct	FMA10419	pancreatic duct
FMA30320	duct	FMA18255	epididymis
FMA30320	duct	FMA19234	deferent duct
FMA31739	segment of bronchial tree	FMA68208	pulmonary segment of bronchial tree
FMA32514	prevertebral muscle	FMA18060	psoas major
FMA32514	prevertebral muscle	FMA46308	longus capitis
FMA32514	prevertebral muscle	FMA64875	anterior suboccipital muscle
FMA32515	postvertebral muscle	FMA32559	superficial postvertebral muscle
FMA32515	postvertebral muscle	FMA32560	intermediate postvertebral muscle
FMA32515	postvertebral muscle	FMA32561	deep postvertebral muscle
FMA32516	extrinsic muscle of shoulder	FMA32518	deep extrinsic muscle of shoulder
FMA32518	deep extrinsic muscle of shoulder	FMA13379	rhomboid major
FMA32518	deep extrinsic muscle of shoulder	FMA13380	rhomboid minor
FMA32518	deep extrinsic muscle of shoulder	FMA13397	serratus anterior
FMA32518	deep extrinsic muscle of shoulder	FMA32519	levator scapulae
FMA32519	levator scapulae	FMA32540	right levator scapulae
FMA32519	levator scapulae	FMA32541	left levator scapulae
FMA32520	intrinsic muscle of shoulder	FMA9629	supraspinatus
FMA32520	intrinsic muscle of shoulder	FMA13413	subscapularis
FMA32520	intrinsic muscle of shoulder	FMA32546	infraspinatus
FMA32520	intrinsic muscle of shoulder	FMA32549	teres major
FMA32520	intrinsic muscle of shoulder	FMA32550	teres minor
FMA32525	rectus capitis posterior major	FMA32530	right rectus capitis posterior major
FMA32525	rectus capitis posterior major	FMA32531	left rectus capitis posterior major
FMA32526	rectus capitis posterior minor	FMA32532	right rectus capitis posterior minor
FMA32526	rectus capitis posterior minor	FMA32533	left rectus capitis posterior minor
FMA32527	obliquus capitis superior	FMA32534	right obliquus capitis superior
FMA32527	obliquus capitis superior	FMA32535	left obliquus capitis superior
FMA32528	obliquus capitis inferior	FMA32536	right obliquus capitis inferior
FMA32528	obliquus capitis inferior	FMA32537	left obliquus capitis inferior
FMA32529	zone of trapezius	FMA32556	transverse part of trapezius
FMA32546	infraspinatus	FMA32547	right infraspinatus muscle
FMA32546	infraspinatus	FMA32548	left infraspinatus muscle
FMA32549	teres major	FMA32551	right teres major
FMA32549	teres major	FMA32552	left teres major
FMA32550	teres minor	FMA32553	right teres minor
FMA32550	teres minor	FMA32554	left teres minor
FMA32555	ascending part of trapezius	FMA33581	ascending part of right trapezius
FMA32555	ascending part of trapezius	FMA33583	ascending part of left trapezius
FMA32556	transverse part of trapezius	FMA33584	transverse part of right trapezius
FMA32556	transverse part of trapezius	FMA33585	transverse part of left trapezius
FMA32557	descending part of trapezius	FMA33586	descending part of right trapezius
FMA32557	descending part of trapezius	FMA33587	descending part of left trapezius
FMA32558	musculature	FMA50185	musculature of subdivision of trunk
FMA32558	musculature	FMA50200	musculature of subdivision of upper limb
FMA32558	musculature	FMA71442	set of anterior cervical intertransversarii
FMA32558	musculature	FMA71443	set of posterior cervical intertransversarii
FMA32559	superficial postvertebral muscle	FMA77177	iliocostalis
FMA32559	superficial postvertebral muscle	FMA77178	longissimus
FMA32559	superficial postvertebral muscle	FMA77179	spinalis
FMA32559	superficial postvertebral muscle	FMA77180	splenius
FMA32560	intermediate postvertebral muscle	FMA22823	semispinalis
FMA32561	deep postvertebral muscle	FMA22841	interspinalis muscle
FMA32561	deep postvertebral muscle	FMA22848	intertransversarius muscle
FMA32561	deep postvertebral muscle	FMA23081	rotator muscle
FMA32561	deep postvertebral muscle	FMA32582	posterior suboccipital muscle
FMA32582	posterior suboccipital muscle	FMA32525	rectus capitis posterior major
FMA32582	posterior suboccipital muscle	FMA32526	rectus capitis posterior minor
FMA32582	posterior suboccipital muscle	FMA32527	obliquus capitis superior
FMA32582	posterior suboccipital muscle	FMA32528	obliquus capitis inferior
FMA32618	proximal phalanx of second toe	FMA32634	proximal phalanx of right second toe
FMA32618	proximal phalanx of second toe	FMA32635	proximal phalanx of left second toe
FMA32619	proximal phalanx of third toe	FMA32636	proximal phalanx of right third toe
FMA32619	proximal phalanx of third toe	FMA32637	proximal phalanx of left third toe
FMA32620	proximal phalanx of fourth toe	FMA32638	proximal phalanx of right fourth toe
FMA32620	proximal phalanx of fourth toe	FMA32639	proximal phalanx of left fourth toe
FMA32621	proximal phalanx of little toe	FMA32640	proximal phalanx of right little toe
FMA32621	proximal phalanx of little toe	FMA32641	proximal phalanx of left little toe
FMA32623	middle phalanx of second toe	FMA32642	middle phalanx of right second toe
FMA32623	middle phalanx of second toe	FMA32643	middle phalanx of left second toe
FMA32624	middle phalanx of third toe	FMA32644	middle phalanx of right third toe
FMA32624	middle phalanx of third toe	FMA32645	middle phalanx of left third toe
FMA32625	middle phalanx of fourth toe	FMA32646	middle phalanx of right fourth toe
FMA32625	middle phalanx of fourth toe	FMA32647	middle phalanx of left fourth toe
FMA32627	distal phalanx of big toe	FMA32650	distal phalanx of right big toe
FMA32627	distal phalanx of big toe	FMA32651	distal phalanx of left big toe
FMA32628	distal phalanx of second toe	FMA32652	distal phalanx of right second toe
FMA32628	distal phalanx of second toe	FMA32653	distal phalanx of left second toe
FMA32629	distal phalanx of third toe	FMA32654	distal phalanx of right third toe
FMA32629	distal phalanx of third toe	FMA32655	distal phalanx of left third toe
FMA32630	distal phalanx of fourth toe	FMA32656	distal phalanx of right fourth toe
FMA32630	distal phalanx of fourth toe	FMA32657	distal phalanx of left fourth toe
FMA32631	distal phalanx of little toe	FMA32658	distal phalanx of right little toe
